Gene stable ID,Gene name,Gene type
ENSG00000238941,RNU6-953P,snRNA
ENSG00000223023,AC106033.1,misc_RNA
ENSG00000212546,RNU6-995P,snRNA
ENSG00000223040,RN7SKP144,misc_RNA
ENSG00000199857,AC096743.1,snoRNA
ENSG00000273610,RN7SL386P,misc_RNA
ENSG00000202093,SNORD58C,snoRNA
ENSG00000244532,RN7SL380P,misc_RNA
ENSG00000252962,RNU6-993P,snRNA
ENSG00000202324,RNA5SP366,rRNA_pseudogene
ENSG00000252084,RN7SKP12,misc_RNA
ENSG00000207361,RNU6-178P,snRNA
ENSG00000199805,RNU1-134P,snRNA
ENSG00000252635,RNU2-56P,snRNA
ENSG00000206903,SNORA24B,snoRNA
ENSG00000252258,AP005431.1,snoRNA
ENSG00000206752,RNU6-1323P,snRNA
ENSG00000201469,RNA5SP379,rRNA_pseudogene
ENSG00000277153,RNU6-222P,snRNA
ENSG00000251999,AC018645.2,snoRNA
ENSG00000238965,RNA5SP351,rRNA_pseudogene
ENSG00000202428,RNU6-108P,snRNA
ENSG00000207317,AC010292.1,misc_RNA
ENSG00000201291,RNU1-34P,snRNA
ENSG00000253032,RNU6-299P,snRNA
ENSG00000222741,RNA5SP229,rRNA_pseudogene
ENSG00000252490,RN7SKP66,misc_RNA
ENSG00000252990,RNU1-54P,snRNA
ENSG00000238540,RNU7-93P,snRNA
ENSG00000275589,AC012531.5,misc_RNA
ENSG00000243103,RN7SL452P,misc_RNA
ENSG00000212516,RNU6-1268P,snRNA
ENSG00000201816,AC006305.1,snoRNA
ENSG00000223004,AC106821.2,snoRNA
ENSG00000206622,SNORA69,snoRNA
ENSG00000223305,RN7SKP30,misc_RNA
ENSG00000239726,RN7SL688P,misc_RNA
ENSG00000239923,RN7SL864P,misc_RNA
ENSG00000202184,RNU6-1283P,snRNA
ENSG00000276015,AC021424.2,misc_RNA
ENSG00000276383,BX088647.3,misc_RNA
ENSG00000277515,RN7SL495P,misc_RNA
ENSG00000202269,AC016651.1,snoRNA
ENSG00000252279,RNU6-406P,snRNA
ENSG00000252037,RNU6-162P,snRNA
ENSG00000207133,SNORD116-7,snoRNA
ENSG00000240772,RN7SL776P,misc_RNA
ENSG00000207468,SNORA19,snoRNA
ENSG00000202225,RNA5SP240,rRNA_pseudogene
ENSG00000276161,SNORA17B,snoRNA
ENSG00000222969,RN7SKP8,misc_RNA
ENSG00000201016,RNU6-374P,snRNA
ENSG00000207108,AL133383.2,misc_RNA
ENSG00000206614,RNU6-477P,snRNA
ENSG00000276140,AC015599.1,misc_RNA
ENSG00000274135,AC073335.2,misc_RNA
ENSG00000276608,CR759960.4,misc_RNA
ENSG00000223315,RN7SKP279,misc_RNA
ENSG00000222826,RN7SKP286,misc_RNA
ENSG00000207365,AC021646.1,misc_RNA
ENSG00000274432,AC024051.3,snRNA
ENSG00000251751,RN7SKP46,misc_RNA
ENSG00000278715,SNORD116-20,snoRNA
ENSG00000252422,RNA5SP476,rRNA_pseudogene
ENSG00000252747,RNA5SP364,rRNA_pseudogene
ENSG00000222285,RNA5SP193,rRNA_pseudogene
ENSG00000223078,RNU2-55P,snRNA
ENSG00000277217,AC107033.1,misc_RNA
ENSG00000212395,AL160271.1,snoRNA
ENSG00000276123,AC013456.1,misc_RNA
ENSG00000244218,RN7SL81P,misc_RNA
ENSG00000252238,AC092169.1,snoRNA
ENSG00000252553,RNA5SP73,rRNA_pseudogene
ENSG00000278063,GU182338.2,snRNA
ENSG00000239041,AC018712.2,snoRNA
ENSG00000207515,RNU6-555P,snRNA
ENSG00000252919,AL139099.1,misc_RNA
ENSG00000280963,SERTAD4-AS1,lncRNA
ENSG00000239625,RN7SL241P,misc_RNA
ENSG00000200331,RNU6-183P,snRNA
ENSG00000206727,SNORD116-9,snoRNA
ENSG00000274303,AP000659.1,misc_RNA
ENSG00000206922,RNU6-80P,snRNA
ENSG00000200361,AC080097.1,misc_RNA
ENSG00000202542,AC023355.1,misc_RNA
ENSG00000221125,AC011452.1,snoRNA
ENSG00000202356,RNA5SP277,rRNA_pseudogene
ENSG00000252391,RNU6-638P,snRNA
ENSG00000201151,AL135844.1,snoRNA
ENSG00000238616,RNU6-300P,snRNA
ENSG00000240577,RN7SL445P,misc_RNA
ENSG00000276263,TFPT,protein_coding
ENSG00000199409,AC011382.1,misc_RNA
ENSG00000275635,AC000029.1,snRNA
ENSG00000201998,SNORA23,snoRNA
ENSG00000240490,RN7SL277P,misc_RNA
ENSG00000212154,RNA5SP377,rRNA_pseudogene
ENSG00000199536,RNU6-315P,snRNA
ENSG00000263941,RN7SL32P,misc_RNA
ENSG00000207305,AL049650.1,misc_RNA
ENSG00000200537,RNY4P6,misc_RNA
ENSG00000201957,AC076966.1,snoRNA
ENSG00000277592,AC126121.4,misc_RNA
ENSG00000201547,AC110921.1,misc_RNA
ENSG00000251794,RNU6-237P,snRNA
ENSG00000212204,RNA5SP91,rRNA_pseudogene
ENSG00000252273,RNU6-426P,snRNA
ENSG00000206718,RNU6-546P,snRNA
ENSG00000252041,RNA5SP228,rRNA_pseudogene
ENSG00000201679,SNORD115-15,snoRNA
ENSG00000207345,RNU6-1222P,snRNA
ENSG00000266308,RN7SL510P,misc_RNA
ENSG00000207511,RNU6-771P,snRNA
ENSG00000202331,RNA5SP167,rRNA_pseudogene
ENSG00000273739,AL353644.1,misc_RNA
ENSG00000207481,AC095043.1,misc_RNA
ENSG00000277668,AC140481.3,misc_RNA
ENSG00000222365,SNORD12B,snoRNA
ENSG00000212541,RNU6-510P,snRNA
ENSG00000274072,AP000769.3,sRNA
ENSG00000275996,SNORD27,snoRNA
ENSG00000199785,SNORA52,snoRNA
ENSG00000276052,RNU1-51P,snRNA
ENSG00000266626,BX247900.1,snRNA
ENSG00000223341,RN7SKP3,misc_RNA
ENSG00000207368,AC091633.1,misc_RNA
ENSG00000199460,RNU6-1216P,snRNA
ENSG00000278764,AC016696.2,misc_RNA
ENSG00000238782,RNU7-9P,snRNA
ENSG00000207281,AC118344.3,misc_RNA
ENSG00000273709,AC024051.1,snRNA
ENSG00000207031,SNORD59A,snoRNA
ENSG00000238829,RNU7-45P,snRNA
ENSG00000274597,GU182339.1,snRNA
ENSG00000222921,RNA5SP104,rRNA_pseudogene
ENSG00000252355,RN7SKP287,misc_RNA
ENSG00000275587,AC244207.1,misc_RNA
ENSG00000265386,RN7SL219P,misc_RNA
ENSG00000266160,RN7SL612P,misc_RNA
ENSG00000201314,AC108206.1,misc_RNA
ENSG00000221042,AL158040.2,ribozyme
ENSG00000252560,RNU4-18P,snRNA
ENSG00000263625,SNORD117,snoRNA
ENSG00000273937,AL592188.2,misc_RNA
ENSG00000202285,RNU6-117P,snRNA
ENSG00000241587,RN7SL482P,misc_RNA
ENSG00000278331,RNU6-156P,snRNA
ENSG00000199306,RNU6-858P,snRNA
ENSG00000252699,SNORA21B,snoRNA
ENSG00000275304,CU459006.1,snRNA
ENSG00000207331,RNU6-1263P,snRNA
ENSG00000223136,RN7SKP207,misc_RNA
ENSG00000200555,RNU6-525P,snRNA
ENSG00000278714,AL929561.5,protein_coding
ENSG00000201339,AC117474.1,misc_RNA
ENSG00000201560,RNU6-973P,snRNA
ENSG00000252108,RNU6-1232P,snRNA
ENSG00000238456,RNU6-1014P,snRNA
ENSG00000222881,AC080112.1,misc_RNA
ENSG00000201612,RN7SKP15,misc_RNA
ENSG00000201088,AC013467.1,misc_RNA
ENSG00000200340,RNU1-105P,snRNA
ENSG00000212458,AC092535.1,snoRNA
ENSG00000240151,RN7SL826P,misc_RNA
ENSG00000222652,RNU6-248P,snRNA
ENSG00000222457,RNU6-121P,snRNA
ENSG00000221116,SNORD110,snoRNA
ENSG00000274018,AL049542.3,misc_RNA
ENSG00000251802,AC004788.1,snoRNA
ENSG00000200872,RNA5SP456,rRNA_pseudogene
ENSG00000201264,SNORD73B,snoRNA
ENSG00000201025,SNORD74B,snoRNA
ENSG00000222276,RNU2-33P,snRNA
ENSG00000252082,RNU6-547P,snRNA
ENSG00000238902,AC026671.1,snoRNA
ENSG00000241223,RN7SL39P,misc_RNA
ENSG00000252289,RNA5SP519,rRNA_pseudogene
ENSG00000222244,RNA5SP431,rRNA_pseudogene
ENSG00000212396,RNA5SP323,rRNA_pseudogene
ENSG00000241082,RN7SL259P,misc_RNA
ENSG00000207380,AL035461.1,misc_RNA
ENSG00000239148,AL391427.3,snoRNA
ENSG00000206977,AL365205.2,snoRNA
ENSG00000275803,RN7SL736P,misc_RNA
ENSG00000238609,RNU7-94P,snRNA
ENSG00000239129,AC104982.1,snoRNA
ENSG00000238884,RNU7-85P,snRNA
ENSG00000199552,AC093264.1,snoRNA
ENSG00000265071,AL844527.1,misc_RNA
ENSG00000199299,RNA5SP430,rRNA_pseudogene
ENSG00000199968,SNORD115-19,snoRNA
ENSG00000200615,AC107939.1,misc_RNA
ENSG00000238923,RNU7-1,snRNA
ENSG00000201604,RNU6-740P,snRNA
ENSG00000252426,RNU1-107P,snRNA
ENSG00000212587,SNORA40C,snoRNA
ENSG00000238324,RN7SKP198,misc_RNA
ENSG00000251742,RN7SKP13,misc_RNA
ENSG00000206921,RNU6-481P,snRNA
ENSG00000264591,SNORD84,snoRNA
ENSG00000252816,RNA5SP337,rRNA_pseudogene
ENSG00000241631,RN7SL316P,misc_RNA
ENSG00000242493,RN7SL37P,misc_RNA
ENSG00000202260,RN7SKP69,misc_RNA
ENSG00000201223,RNU6-1305P,snRNA
ENSG00000199900,RNA5SP463,rRNA
ENSG00000222821,RNU4-27P,snRNA
ENSG00000240545,RN7SL492P,misc_RNA
ENSG00000276610,SNORD64,snoRNA
ENSG00000200759,RNU6-884P,snRNA
ENSG00000275689,AL161613.1,misc_RNA
ENSG00000252182,RNA5SP413,rRNA_pseudogene
ENSG00000212134,AL031650.1,snoRNA
ENSG00000202495,AC235789.1,misc_RNA
ENSG00000199792,RNU6-1233P,snRNA
ENSG00000252083,AC026784.3,snoRNA
ENSG00000266841,CR759747.1,misc_RNA
ENSG00000222302,RNA5SP371,rRNA_pseudogene
ENSG00000266435,CT009614.1,snRNA
ENSG00000200503,SNORD115-5,snoRNA
ENSG00000212495,RNU6-332P,snRNA
ENSG00000241172,RN7SL70P,misc_RNA
ENSG00000206590,RNU6-132P,snRNA
ENSG00000199442,AC099570.1,misc_RNA
ENSG00000265326,BX927167.2,misc_RNA
ENSG00000221719,SNORA3C,snoRNA
ENSG00000207279,SNORD116-24,snoRNA
ENSG00000274693,AL390065.1,misc_RNA
ENSG00000238924,RNU7-82P,snRNA
ENSG00000273940,RN7SL722P,misc_RNA
ENSG00000201209,AL023281.2,snoRNA
ENSG00000277946,RN7SL478P,misc_RNA
ENSG00000242560,RN7SL797P,misc_RNA
ENSG00000242818,RN7SL846P,misc_RNA
ENSG00000199732,AP003465.1,misc_RNA
ENSG00000201155,RNU1-24P,snRNA
ENSG00000252028,RN7SKP52,misc_RNA
ENSG00000277635,AC076971.1,misc_RNA
ENSG00000199627,RNU6-1010P,snRNA
ENSG00000206912,AC010460.1,misc_RNA
ENSG00000201312,RNA5SP72,rRNA_pseudogene
ENSG00000277055,AC217779.1,misc_RNA
ENSG00000239023,RNU1-98P,snRNA
ENSG00000201363,AL117382.1,misc_RNA
ENSG00000207207,AC016753.2,misc_RNA
ENSG00000212425,RNA5SP105,rRNA_pseudogene
ENSG00000274401,CR388205.3,misc_RNA
ENSG00000238457,RNU7-169P,snRNA
ENSG00000274866,AC051649.2,misc_RNA
ENSG00000252040,AC126773.1,snoRNA
ENSG00000201708,RNA5SP359,rRNA_pseudogene
ENSG00000207161,AC013406.1,misc_RNA
ENSG00000235284,SNORD62A,snoRNA
ENSG00000239249,RN7SL757P,misc_RNA
ENSG00000273928,AC245369.1,rRNA
ENSG00000201368,AC027347.1,snoRNA
ENSG00000212579,AL033519.1,snoRNA
ENSG00000280126,AC069542.2,pseudogene
ENSG00000199245,AC129416.1,misc_RNA
ENSG00000199975,RN7SKP243,misc_RNA
ENSG00000201588,RNA5S2,rRNA
ENSG00000238560,AC004980.4,misc_RNA
ENSG00000201041,RNA5SP242,rRNA_pseudogene
ENSG00000200902,RNU6-627P,snRNA
ENSG00000252770,RNU7-4P,snRNA
ENSG00000277591,RN7SL575P,misc_RNA
ENSG00000283675,AC004448.4,snoRNA
ENSG00000207386,AC007679.1,misc_RNA
ENSG00000283564,AC009075.3,snRNA
ENSG00000240098,RN7SL351P,misc_RNA
ENSG00000266004,SNORA38,snoRNA
ENSG00000276700,RNA5-8SN4,rRNA
ENSG00000202491,RNU6-716P,snRNA
ENSG00000276442,RNA5SP529,rRNA
ENSG00000266759,AL670886.1,misc_RNA
ENSG00000274408,RNA5SP536,rRNA
ENSG00000206647,AC007240.1,snoRNA
ENSG00000201034,AL049542.1,misc_RNA
ENSG00000222068,RN7SKP154,misc_RNA
ENSG00000281295,Z69713.1,snoRNA
ENSG00000199936,AC016753.1,misc_RNA
ENSG00000274841,AL590627.2,misc_RNA
ENSG00000206661,AC019176.1,snoRNA
ENSG00000278457,ABBA01037348.1,rRNA
ENSG00000207289,RNU6-1235P,snRNA
ENSG00000199220,AC010177.1,misc_RNA
ENSG00000276919,AL117190.7,misc_RNA
ENSG00000212568,RNU6-1254P,snRNA
ENSG00000242853,RN7SL749P,misc_RNA
ENSG00000264293,RN7SL657P,misc_RNA
ENSG00000274418,RDH13,protein_coding
ENSG00000252640,AC126773.2,snoRNA
ENSG00000252291,AC079173.1,snoRNA
ENSG00000200534,SNORA33,snoRNA
ENSG00000251854,RNU6-507P,snRNA
ENSG00000252001,RNA5SP303,rRNA_pseudogene
ENSG00000202297,RNY3P12,misc_RNA
ENSG00000222255,RNU6-101P,snRNA
ENSG00000222920,RNA5SP29,rRNA_pseudogene
ENSG00000199837,RNA5SP71,rRNA
ENSG00000206818,RNU6-849P,snRNA
ENSG00000277565,AL109925.4,misc_RNA
ENSG00000283509,AC083799.2,snRNA
ENSG00000199568,RNU5A-1,snRNA
ENSG00000222351,RNY1P15,misc_RNA
ENSG00000207163,RNU6-905P,snRNA
ENSG00000207316,AC108750.1,misc_RNA
ENSG00000212528,SNORD115-47,snoRNA
ENSG00000200926,RNU6-960P,snRNA
ENSG00000278454,AC015599.3,misc_RNA
ENSG00000212144,AL161640.1,snoRNA
ENSG00000206931,RNU6-1042P,snRNA
ENSG00000206611,SNORD24,snoRNA
ENSG00000265325,SNORD84,snoRNA
ENSG00000252720,RNU6-1258P,snRNA
ENSG00000264704,BX120007.3,snRNA
ENSG00000202337,RNU6-8,snRNA
ENSG00000201532,RNA5SP194,rRNA
ENSG00000201668,AC092705.1,misc_RNA
ENSG00000202499,SNORD115-36,snoRNA
ENSG00000252947,SCARNA1,scaRNA
ENSG00000207306,RNU6-1152P,snRNA
ENSG00000264915,CR354443.2,misc_RNA
ENSG00000201221,RNU4-40P,snRNA
ENSG00000251705,RNA5-8SP6,rRNA_pseudogene
ENSG00000201229,SNORA63D,snoRNA
ENSG00000212576,RNA5SP467,rRNA_pseudogene
ENSG00000222407,RNA5SP80,rRNA_pseudogene
ENSG00000207200,RNU6-45P,snRNA
ENSG00000206918,RNU6-1181P,snRNA
ENSG00000212325,AL359759.1,misc_RNA
ENSG00000200176,RNU1-19P,snRNA
ENSG00000216035,MIR938,miRNA
ENSG00000199862,AC097378.1,misc_RNA
ENSG00000201279,AC060812.2,misc_RNA
ENSG00000252122,AC009163.2,snoRNA
ENSG00000277653,AL354709.2,misc_RNA
ENSG00000199331,AL354797.1,misc_RNA
ENSG00000199643,RNU4-90P,snRNA
ENSG00000274868,FP236383.1,misc_RNA
ENSG00000283688,MIR6715B,miRNA
ENSG00000240502,RN7SL837P,misc_RNA
ENSG00000223263,RNU6-387P,snRNA
ENSG00000276014,RN7SL301P,misc_RNA
ENSG00000212296,SNORD72,snoRNA
ENSG00000222747,RNA5SP25,rRNA_pseudogene
ENSG00000240470,RN7SL346P,misc_RNA
ENSG00000201444,RNU6-1082P,snRNA
ENSG00000200547,AL390066.1,misc_RNA
ENSG00000265395,MIR3944,miRNA
ENSG00000240977,RN7SL283P,misc_RNA
ENSG00000201920,RNA5SP442,rRNA_pseudogene
ENSG00000252116,RNU4ATAC4P,snRNA
ENSG00000277524,AC009014.3,misc_RNA
ENSG00000199585,RNA5SP119,rRNA_pseudogene
ENSG00000212535,RNU6-808P,snRNA
ENSG00000212597,RNU6-876P,snRNA
ENSG00000199934,AC092807.1,snoRNA
ENSG00000284458,MIR1304,miRNA
ENSG00000199626,RNU6-989P,snRNA
ENSG00000206646,AL672138.1,misc_RNA
ENSG00000207286,AL024509.1,misc_RNA
ENSG00000252411,RNU6-1087P,snRNA
ENSG00000199851,AL121944.1,snoRNA
ENSG00000276176,MIR6090,miRNA
ENSG00000238759,RNU7-155P,snRNA
ENSG00000201113,RNU6-647P,snRNA
ENSG00000222287,RNU6-1043P,snRNA
ENSG00000278038,MIR6076,miRNA
ENSG00000212184,RNU6-440P,snRNA
ENSG00000266300,SNORD52,snoRNA
ENSG00000277785,SNORD116-21,snoRNA
ENSG00000199295,RNU6-1312P,snRNA
ENSG00000252684,RNU6ATAC36P,snRNA
ENSG00000241834,RN7SL149P,misc_RNA
ENSG00000252856,RNA5SP503,rRNA_pseudogene
ENSG00000265793,MIR3118-4,miRNA
ENSG00000201096,RNA5SP387,rRNA_pseudogene
ENSG00000284284,MIR4712,miRNA
ENSG00000202512,RN7SKP230,misc_RNA
ENSG00000266627,RN7SL202P,misc_RNA
ENSG00000212373,RNA5SP171,rRNA_pseudogene
ENSG00000207041,RNU6-3P,snRNA
ENSG00000201184,RNU4-68P,snRNA
ENSG00000275633,GP6,protein_coding
ENSG00000200113,AC078843.1,snoRNA
ENSG00000252980,RNU6-367P,snRNA
ENSG00000263643,MIR4515,miRNA
ENSG00000252784,AL049636.2,misc_RNA
ENSG00000222267,RNU6-892P,snRNA
ENSG00000266148,MIR5583-1,miRNA
ENSG00000222418,RNA5SP113,rRNA_pseudogene
ENSG00000199514,RNU6-235P,snRNA
ENSG00000253020,RN7SKP40,misc_RNA
ENSG00000252556,RNU6-256P,snRNA
ENSG00000276222,AC243899.1,misc_RNA
ENSG00000207799,MIR520G,miRNA
ENSG00000241992,RN7SL831P,misc_RNA
ENSG00000221102,SNORA11B,snoRNA
ENSG00000276159,VSTM1,protein_coding
ENSG00000252696,RNA5SP34,rRNA_pseudogene
ENSG00000202100,AC005899.1,misc_RNA
ENSG00000283904,MIR155,miRNA
ENSG00000251783,RNU6-1170P,snRNA
ENSG00000242483,RN7SL293P,misc_RNA
ENSG00000252993,AL365398.1,snoRNA
ENSG00000207044,RNU6-1226P,snRNA
ENSG00000251822,AC090022.1,snoRNA
ENSG00000207625,MIR128-2,miRNA
ENSG00000201470,RNY4P7,misc_RNA
ENSG00000206877,RNU6-1103P,snRNA
ENSG00000275680,AC100832.3,misc_RNA
ENSG00000201134,AL450992.1,misc_RNA
ENSG00000264974,MIR4789,miRNA
ENSG00000201595,RNA5SP132,rRNA_pseudogene
ENSG00000207326,AL356583.1,misc_RNA
ENSG00000276489,MIR6829,miRNA
ENSG00000212505,RNA5SP299,rRNA_pseudogene
ENSG00000275249,AC171558.3,protein_coding
ENSG00000199755,AL139785.1,misc_RNA
ENSG00000253093,RNA5SP179,rRNA_pseudogene
ENSG00000207944,MIR574,miRNA
ENSG00000214305,AC092053.1,misc_RNA
ENSG00000212615,AL121809.1,snoRNA
ENSG00000275859,MIR6720,miRNA
ENSG00000280454,AC007347.2,pseudogene
ENSG00000212024,MIR550A3,miRNA
ENSG00000207624,MIR194-1,miRNA
ENSG00000207582,MIR30B,miRNA
ENSG00000278670,GP6,protein_coding
ENSG00000275868,MIR8054,miRNA
ENSG00000221187,MIR548M,miRNA
ENSG00000207229,AC034238.1,misc_RNA
ENSG00000199077,MIR129-2,miRNA
ENSG00000207712,MIR627,miRNA
ENSG00000263512,MIR4311,miRNA
ENSG00000264796,MIR5009,miRNA
ENSG00000243136,RN7SL22P,misc_RNA
ENSG00000249020,SNORA58,snoRNA
ENSG00000264840,RN7SL404P,misc_RNA
ENSG00000200355,AC108667.1,snoRNA
ENSG00000206936,RNU4-52P,snRNA
ENSG00000283301,MIR4520-2,miRNA
ENSG00000238669,RNU6-333P,snRNA
ENSG00000264999,MIR5089,miRNA
ENSG00000199562,RNU6-37P,snRNA
ENSG00000200687,RNA5SP335,rRNA_pseudogene
ENSG00000201876,RNA5SP97,rRNA_pseudogene
ENSG00000200446,RNU6-1085P,snRNA
ENSG00000266146,MIR5190,miRNA
ENSG00000212242,RNA5SP219,rRNA_pseudogene
ENSG00000202523,AL732446.1,misc_RNA
ENSG00000271907,SNORA35B,snoRNA
ENSG00000277415,BX927229.3,misc_RNA
ENSG00000239437,RN7SL752P,misc_RNA
ENSG00000274390,MIR6885,miRNA
ENSG00000222355,RNU2-29P,snRNA
ENSG00000276873,AF129408.2,misc_RNA
ENSG00000207645,MIR512-1,miRNA
ENSG00000239106,AL445686.2,misc_RNA
ENSG00000277677,AC090971.7,misc_RNA
ENSG00000221288,MIR663B,miRNA
ENSG00000252621,AL157387.2,misc_RNA
ENSG00000244169,RN7SL120P,misc_RNA
ENSG00000274873,AC012314.5,protein_coding
ENSG00000252223,RNU6-1049P,snRNA
ENSG00000277754,AL355836.2,snoRNA
ENSG00000275458,MIR6809,miRNA
ENSG00000252282,RNU6-1089P,snRNA
ENSG00000207190,RNU6-809P,snRNA
ENSG00000283152,MIR3120,miRNA
ENSG00000281822,RNU1-62P,snRNA
ENSG00000200693,AL136038.1,snoRNA
ENSG00000284448,MIR6501,miRNA
ENSG00000265986,MIR4735,miRNA
ENSG00000201395,RN7SKP257,misc_RNA
ENSG00000207154,RNU1-46P,snRNA
ENSG00000266689,AL929581.2,snRNA
ENSG00000239003,RNU7-88P,snRNA
ENSG00000284266,MIR4534,miRNA
ENSG00000221063,MIR1296,miRNA
ENSG00000201014,RNA5SP232,rRNA_pseudogene
ENSG00000283656,MIR4483,miRNA
ENSG00000202414,AL035252.1,misc_RNA
ENSG00000206774,RNU6-211P,snRNA
ENSG00000216058,MIR944,miRNA
ENSG00000200421,AC104336.1,misc_RNA
ENSG00000207505,RNU6-1105P,snRNA
ENSG00000265140,MIR4301,miRNA
ENSG00000207732,MIR218-1,miRNA
ENSG00000207047,SNORD51,snoRNA
ENSG00000200051,AC011399.1,snoRNA
ENSG00000212411,AL160060.1,snoRNA
ENSG00000266431,MIR5580,miRNA
ENSG00000265674,CR925727.1,snoRNA
ENSG00000198995,MIR340,miRNA
ENSG00000265154,MIR151B,miRNA
ENSG00000277771,AL117328.2,misc_RNA
ENSG00000206714,AC104108.1,misc_RNA
ENSG00000283556,MIR376B,miRNA
ENSG00000284427,MIR4647,miRNA
ENSG00000265727,RN7SL648P,misc_RNA
ENSG00000202041,AL359918.1,misc_RNA
ENSG00000238704,RNU7-97P,snRNA
ENSG00000277196,AC007325.2,protein_coding
ENSG00000277014,MIR3179-4,miRNA
ENSG00000200733,AL355821.1,snoRNA
ENSG00000207656,MIR489,miRNA
ENSG00000201807,AL121933.1,snoRNA
ENSG00000283160,MIR4521,miRNA
ENSG00000251720,RNU7-123P,snRNA
ENSG00000280836,AL355480.1,pseudogene
ENSG00000221510,MIR548O,miRNA
ENSG00000253739,RNU6-323P,snRNA
ENSG00000207839,MIR33B,miRNA
ENSG00000222205,RNA5SP266,rRNA_pseudogene
ENSG00000207804,MIR599,miRNA
ENSG00000266210,RN7SL371P,misc_RNA
ENSG00000200871,RNU6-810P,snRNA
ENSG00000284565,MIR451A,miRNA
ENSG00000265599,MIR4471,miRNA
ENSG00000284595,MIR6785,miRNA
ENSG00000240964,RN7SL751P,misc_RNA
ENSG00000241568,RN7SL338P,misc_RNA
ENSG00000206659,Z99297.1,misc_RNA
ENSG00000284195,MIR6852,miRNA
ENSG00000284216,MIR1909,miRNA
ENSG00000239398,RN7SL342P,misc_RNA
ENSG00000207550,MIR99B,miRNA
ENSG00000271886,MIR98,miRNA
ENSG00000263598,CR936883.1,snRNA
ENSG00000275881,AC079035.2,misc_RNA
ENSG00000274380,MIR6801,miRNA
ENSG00000280004,AC005086.4,pseudogene
ENSG00000283694,MIR3202-2,miRNA
ENSG00000277776,NLRP7,protein_coding
ENSG00000266761,MIR3194,miRNA
ENSG00000212358,RNU6-837P,snRNA
ENSG00000277809,AC012354.9,misc_RNA
ENSG00000265606,MIR4695,miRNA
ENSG00000221120,MIR1224,miRNA
ENSG00000276339,CU151839.1,snRNA
ENSG00000201701,AC094019.1,snoRNA
ENSG00000284443,MIR197,miRNA
ENSG00000263790,MIR4473,miRNA
ENSG00000277567,GU182340.1,snRNA
ENSG00000206749,RNU6-1083P,snRNA
ENSG00000276886,GREM1,protein_coding
ENSG00000265347,MIR4291,miRNA
ENSG00000265633,CR942271.1,misc_RNA
ENSG00000199059,MIR135B,miRNA
ENSG00000239057,MIR500B,miRNA
ENSG00000242348,RN7SL561P,misc_RNA
ENSG00000207218,AC009413.1,misc_RNA
ENSG00000207431,RNU6-906P,snRNA
ENSG00000263744,MIR3664,miRNA
ENSG00000207820,MIR545,miRNA
ENSG00000207121,RNU6-1230P,snRNA
ENSG00000252627,RNU6-122P,snRNA
ENSG00000275915,AL021155.2,misc_RNA
ENSG00000221533,MIR1184-1,miRNA
ENSG00000264211,MIR4492,miRNA
ENSG00000222436,RN7SKP278,misc_RNA
ENSG00000221604,MIR1293,miRNA
ENSG00000238707,AC025039.1,snoRNA
ENSG00000276760,AC136352.4,protein_coding
ENSG00000238904,RNU7-34P,snRNA
ENSG00000212138,RNA5SP372,rRNA_pseudogene
ENSG00000264530,RN7SL25P,misc_RNA
ENSG00000283487,MIR4501,miRNA
ENSG00000207071,RNU6-1207P,snRNA
ENSG00000263629,MIR5586,miRNA
ENSG00000264210,MIR4716,miRNA
ENSG00000244139,RN7SL397P,misc_RNA
ENSG00000238650,SNORD54,snoRNA
ENSG00000200814,RNU6-595P,snRNA
ENSG00000272507,RNU6-88P,snRNA
ENSG00000265373,MIR3180-2,miRNA
ENSG00000238622,SNORD97,snoRNA
ENSG00000251774,RNU6-377P,snRNA
ENSG00000202141,AC064871.1,misc_RNA
ENSG00000212489,RNU6-1109P,snRNA
ENSG00000283819,MIR144,miRNA
ENSG00000206812,RNU6-38P,snRNA
ENSG00000252125,RNU6-1299P,snRNA
ENSG00000201772,SNORA5C,snoRNA
ENSG00000223274,RNA5SP498,rRNA_pseudogene
ENSG00000284399,MIR3184,miRNA
ENSG00000275033,AL133467.5,misc_RNA
ENSG00000201433,RNU6-335P,snRNA
ENSG00000222583,RN7SKP222,misc_RNA
ENSG00000222608,RNA5SP504,rRNA_pseudogene
ENSG00000263602,MIR3185,miRNA
ENSG00000243011,RN7SL266P,misc_RNA
ENSG00000242020,RN7SL68P,misc_RNA
ENSG00000274703,OSCAR,protein_coding
ENSG00000284574,MIR6787,miRNA
ENSG00000238391,RNA5SP233,rRNA_pseudogene
ENSG00000222428,RNA5SP231,rRNA_pseudogene
ENSG00000238653,RNU7-62P,snRNA
ENSG00000251952,RNU6-1219P,snRNA
ENSG00000283928,MIR637,miRNA
ENSG00000207092,AP001033.2,misc_RNA
ENSG00000200222,AC092040.1,snoRNA
ENSG00000222448,RN7SKP150,misc_RNA
ENSG00000241391,RN7SL234P,misc_RNA
ENSG00000265137,MIR3192,miRNA
ENSG00000239555,RN7SL841P,misc_RNA
ENSG00000252423,RNU6-229P,snRNA
ENSG00000199709,RNU4-23P,snRNA
ENSG00000239577,RN7SL388P,misc_RNA
ENSG00000221091,MIR1302-5,miRNA
ENSG00000202058,RN7SKP80,misc_RNA
ENSG00000266463,MIR3196,miRNA
ENSG00000201321,RNA5S9,rRNA
